Season,RaceName,Country,Driver,Team,avg_lap_time_sec,best_lap_sec,pace_consistency,total_laps_completed,worst_position,best_position,personal_best_laps,pace_vs_field
2021,Qatar,Qatar,RAI,Alfa Romeo Racing,91.164,86.358,5.461,56,20.0,12.0,16,0.452
2021,Qatar,Qatar,LAT,Williams,91.197,88.732,3.818,50,20.0,13.0,12,0.485
2021,Qatar,Qatar,GIO,Alfa Romeo Racing,91.6,87.823,5.389,56,20.0,12.0,6,0.888
2021,Qatar,Qatar,MSC,Haas F1 Team,91.628,88.412,4.61,56,20.0,14.0,16,0.916
2021,Qatar,Qatar,RUS,Williams,92.482,85.768,8.986,55,20.0,13.0,14,1.77
2021,Qatar,Qatar,MAZ,Haas F1 Team,92.888,87.34,4.876,55,20.0,15.0,20,2.176
2021,Russia,Russia,NOR,McLaren,102.637,97.423,6.79,52,8.0,1.0,9,-1.588
2021,Russia,Russia,HAM,Mercedes,102.66,97.575,6.172,53,9.0,1.0,15,-1.565
2021,Russia,Russia,LAT,Williams,103.434,100.0,6.408,47,19.0,16.0,15,-0.791
2021,Russia,Russia,VET,Aston Martin,103.582,99.251,6.197,51,16.0,6.0,12,-0.643
2021,Russia,Russia,VER,Red Bull Racing,103.666,98.396,6.232,53,17.0,2.0,9,-0.559
2021,Russia,Russia,SAI,Ferrari,103.839,99.294,7.177,53,13.0,1.0,10,-0.386
2021,Russia,Russia,GAS,AlphaTauri,103.843,98.279,6.295,51,16.0,5.0,11,-0.382
2021,Russia,Russia,RIC,McLaren,103.898,99.124,7.302,53,14.0,2.0,10,-0.327
2021,Russia,Russia,LEC,Ferrari,103.909,98.994,8.328,51,15.0,3.0,17,-0.316
2021,Russia,Russia,BOT,Mercedes,103.935,98.216,5.617,53,16.0,5.0,6,-0.29
2021,Russia,Russia,OCO,Alpine,104.024,100.598,6.868,51,15.0,7.0,11,-0.201
2021,Russia,Russia,ALO,Alpine,104.195,98.686,8.309,53,8.0,2.0,19,-0.03
2021,Russia,Russia,RAI,Alfa Romeo Racing,104.339,100.289,6.568,53,16.0,7.0,11,0.114
2021,Russia,Russia,PER,Red Bull Racing,104.36,99.215,9.182,53,9.0,1.0,11,0.135
2021,Russia,Russia,MSC,Haas F1 Team,104.443,100.276,4.397,32,20.0,17.0,7,0.218
2021,Russia,Russia,RUS,Williams,104.558,100.596,7.048,53,15.0,3.0,16,0.333
2021,Russia,Russia,STR,Aston Martin,104.664,100.464,8.589,53,16.0,4.0,10,0.439
2021,Russia,Russia,GIO,Alfa Romeo Racing,104.925,99.058,7.879,51,19.0,14.0,14,0.7
2021,Russia,Russia,TSU,AlphaTauri,106.586,99.96,11.794,52,20.0,17.0,16,2.361
2021,Russia,Russia,MAZ,Haas F1 Team,107.0,101.713,8.618,51,20.0,13.0,8,2.775
2021,Saudi Arabia,Saudi Arabia,HAM,Mercedes,97.348,90.734,10.373,43,2.0,1.0,16,-3.209
2021,Saudi Arabia,Saudi Arabia,VER,Red Bull Racing,97.683,91.488,10.468,43,3.0,1.0,11,-2.873
2021,Saudi Arabia,Saudi Arabia,PER,Red Bull Racing,98.137,94.138,9.843,10,5.0,5.0,5,-2.419
2021,Saudi Arabia,Saudi Arabia,MSC,Haas F1 Team,98.543,96.043,3.719,8,18.0,18.0,6,-2.013
2021,Saudi Arabia,Saudi Arabia,OCO,Alpine,98.57,91.797,10.168,43,7.0,3.0,15,-1.987
2021,Saudi Arabia,Saudi Arabia,RIC,McLaren,98.84,92.716,10.092,43,9.0,4.0,16,-1.716
2021,Saudi Arabia,Saudi Arabia,BOT,Mercedes,99.272,91.408,12.864,44,5.0,2.0,11,-1.284
2021,Saudi Arabia,Saudi Arabia,LEC,Ferrari,99.611,91.601,12.658,44,10.0,4.0,15,-0.945
2021,Saudi Arabia,Saudi Arabia,NOR,McLaren,99.676,91.914,11.085,44,15.0,6.0,16,-0.88
2021,Saudi Arabia,Saudi Arabia,GAS,AlphaTauri,99.936,92.297,12.19,44,9.0,6.0,17,-0.62
2021,Saudi Arabia,Saudi Arabia,SAI,Ferrari,100.037,91.851,12.466,44,13.0,7.0,14,-0.519
2021,Saudi Arabia,Saudi Arabia,TSU,AlphaTauri,100.094,92.506,11.605,42,16.0,9.0,12,-0.463
2021,Saudi Arabia,Saudi Arabia,GIO,Alfa Romeo Racing,100.358,92.865,12.045,44,11.0,7.0,9,-0.198
2021,Saudi Arabia,Saudi Arabia,LAT,Williams,100.91,92.751,10.836,44,19.0,12.0,17,0.353
2021,Saudi Arabia,Saudi Arabia,ALO,Alpine,101.626,91.633,11.534,43,15.0,10.0,10,1.07
2021,Saudi Arabia,Saudi Arabia,STR,Aston Martin,102.078,92.804,13.759,45,19.0,10.0,15,1.522
2021,Saudi Arabia,Saudi Arabia,RAI,Alfa Romeo Racing,102.1,92.778,12.849,43,16.0,12.0,13,1.543
2021,Saudi Arabia,Saudi Arabia,VET,Aston Martin,102.679,94.03,12.157,38,15.0,8.0,12,2.123
2021,Saudi Arabia,Saudi Arabia,MAZ,Haas F1 Team,106.724,97.043,15.549,11,20.0,16.0,5,6.168
2021,Saudi Arabia,Saudi Arabia,RUS,Williams,106.908,96.13,18.371,11,18.0,16.0,6,6.352
2021,Spain,Spain,HAM,Mercedes,84.662,80.665,9.636,66,3.0,1.0,8,-1.698
2021,Spain,Spain,VER,Red Bull Racing,84.902,78.149,10.02,66,3.0,1.0,8,-1.458
2021,Spain,Spain,BOT,Mercedes,85.065,79.43,8.795,66,6.0,2.0,9,-1.295
2021,Spain,Spain,LEC,Ferrari,85.489,80.459,8.768,66,4.0,2.0,20,-0.871
2021,Spain,Spain,PER,Red Bull Racing,85.627,79.483,8.559,66,7.0,4.0,8,-0.733
2021,Spain,Spain,GIO,Alfa Romeo Racing,85.737,82.802,3.827,64,19.0,10.0,9,-0.623
2021,Spain,Spain,RIC,McLaren,85.78,81.853,8.522,66,8.0,4.0,16,-0.58
2021,Spain,Spain,SAI,Ferrari,85.793,81.568,8.119,66,13.0,7.0,13,-0.567
2021,Spain,Spain,NOR,McLaren,86.343,81.279,7.969,65,13.0,7.0,16,-0.017
2021,Spain,Spain,OCO,Alpine,86.558,83.311,7.871,65,12.0,6.0,13,0.198
2021,Spain,Spain,GAS,AlphaTauri,86.56,81.375,8.071,65,19.0,10.0,11,0.2
2021,Spain,Spain,STR,Aston Martin,86.641,82.607,7.662,65,14.0,10.0,11,0.281
2021,Spain,Spain,RAI,Alfa Romeo Racing,86.659,82.868,7.353,65,17.0,5.0,16,0.299
2021,Spain,Spain,VET,Aston Martin,86.724,82.82,7.769,65,18.0,12.0,12,0.364
2021,Spain,Spain,RUS,Williams,86.868,83.208,6.546,65,18.0,7.0,12,0.508
2021,Spain,Spain,LAT,Williams,87.044,82.905,6.878,65,19.0,9.0,19,0.684
2021,Spain,Spain,ALO,Alpine,87.049,81.182,7.895,65,17.0,9.0,7,0.689
2021,Spain,Spain,MSC,Haas F1 Team,87.366,82.637,7.019,64,18.0,15.0,11,1.006
2021,Spain,Spain,MAZ,Haas F1 Team,88.145,84.04,6.716,64,20.0,16.0,5,1.785
2021,Spain,Spain,TSU,AlphaTauri,88.197,84.825,5.178,6,18.0,16.0,4,1.837
2021,São Paulo,Brazil,HAM,Mercedes,78.068,71.982,13.016,71,6.0,1.0,7,-1.619
2021,São Paulo,Brazil,VER,Red Bull Racing,78.216,72.486,13.222,71,4.0,1.0,10,-1.471
2021,São Paulo,Brazil,BOT,Mercedes,78.26,72.526,12.85,71,4.0,1.0,8,-1.427
2021,São Paulo,Brazil,PER,Red Bull Racing,78.631,71.01,13.264,71,5.0,2.0,12,-1.056
2021,São Paulo,Brazil,LEC,Ferrari,78.766,72.822,12.634,71,9.0,4.0,14,-0.921
2021,São Paulo,Brazil,SAI,Ferrari,78.798,72.71,12.594,71,13.0,5.0,15,-0.889
2021,São Paulo,Brazil,GAS,AlphaTauri,79.243,73.227,12.311,70,14.0,7.0,7,-0.444
2021,São Paulo,Brazil,OCO,Alpine,79.477,74.43,12.047,70,13.0,6.0,10,-0.21
2021,São Paulo,Brazil,ALO,Alpine,79.484,73.922,11.949,70,14.0,5.0,8,-0.203
2021,São Paulo,Brazil,NOR,McLaren,79.527,73.761,10.135,70,20.0,9.0,6,-0.16
2021,São Paulo,Brazil,VET,Aston Martin,79.545,73.634,12.364,70,15.0,7.0,10,-0.142
2021,São Paulo,Brazil,RAI,Alfa Romeo Racing,79.628,72.621,11.687,70,19.0,12.0,5,-0.059
2021,São Paulo,Brazil,RUS,Williams,80.013,74.355,11.126,70,20.0,12.0,10,0.326
2021,São Paulo,Brazil,GIO,Alfa Romeo Racing,80.049,74.227,11.938,70,16.0,10.0,9,0.362
2021,São Paulo,Brazil,TSU,AlphaTauri,80.109,74.204,10.189,70,19.0,10.0,8,0.422
2021,São Paulo,Brazil,LAT,Williams,80.167,74.616,11.657,70,19.0,16.0,12,0.48
2021,São Paulo,Brazil,MAZ,Haas F1 Team,80.842,74.954,11.294,69,19.0,14.0,6,1.155
2021,São Paulo,Brazil,RIC,McLaren,81.378,74.443,14.091,49,10.0,4.0,8,1.691
2021,São Paulo,Brazil,MSC,Haas F1 Team,81.383,73.793,13.156,69,20.0,15.0,7,1.696
2021,São Paulo,Brazil,STR,Aston Martin,82.164,75.344,13.735,47,19.0,11.0,6,2.477
2021,Turkey,Turkey,BOT,Mercedes,94.209,90.432,2.766,58,2.0,1.0,10,-1.588
2021,Turkey,Turkey,VER,Red Bull Racing,94.46,92.759,2.38,58,3.0,2.0,11,-1.337
2021,Turkey,Turkey,PER,Red Bull Racing,94.786,92.459,2.596,58,6.0,3.0,12,-1.011
2021,Turkey,Turkey,LEC,Ferrari,94.861,92.737,2.831,58,4.0,1.0,14,-0.936
2021,Turkey,Turkey,HAM,Mercedes,94.93,92.763,2.654,58,9.0,3.0,11,-0.867
